Place_Id,Place_Name,Description,Category,City
161,Taman Langit Pangalengan (Sunrise Point & Camping Ground),Taman spot camping dengan panorama matahari terbit dan pemandangan dataran tinggi di Pangalengan.,Wisata Alam,Kabupaten Bandung
162,Bukit Eon,Bukit wisata dengan panorama alam terbuka dan area camping di Bandung Selatan.,Wisata Alam,Kabupaten Bandung
163,Nuansa Riung gunung Pangalengan,"Tempat wisata gunung dengan jembatan kayu, perkebunan teh, dan area glamping di kawasan Pangalengan.",Wisata Alam,Kabupaten Bandung
165,Puncak Sulibra artapela,Bukit wisata dataran tinggi dengan panorama puncak gunung dan area camping di Bandung Selatan.,Wisata Alam,Kabupaten Bandung
166,Bukit Rahong,Bukit wisata dengan panorama hutan pinus dan area camping di kawasan Pangalengan.,Wisata Alam,Kabupaten Bandung
167,NIMO Highland,"Tempat wisata modern di dataran tinggi dengan jembatan langit, spot foto, dan panorama Pangalengan.",Wisata Alam,Kabupaten Bandung
169,Kebun Teh Kertamanah,Perkebunan teh dengan hamparan hijau luas dan udara sejuk di kawasan Pangalengan.,Wisata Alam,Kabupaten Bandung
170,Situ Datar Buana,Danau wisata alami dengan suasana tenang dan panorama perbukitan sekitar.,Wisata Alam,Kabupaten Bandung
172,Cileunca Land,Tempat wisata keluarga di sekitar Situ Cileunca dengan area camping dan aktivitas outdoor.,Wisata Alam,Kabupaten Bandung
173,Tepian Langit Girang. TLG,Spot wisata dengan panorama perbukitan dan area santai di Pangalengan.,Wisata Alam,Kabupaten Bandung
174,Wayang windu Panenjoan,Tempat wisata dengan jembatan kayu panjang dan panorama perkebunan teh di kawasan Wayang Windu.,Wisata Alam,Kabupaten Bandung
176,Gunung Artapela,Gunung wisata di Bandung Selatan untuk pendakian dan camping di puncak.,Wisata Alam,Kabupaten Bandung
177,Kebun Teh Riung Gunung,Perkebunan teh dengan jalur wisata gunung dan panorama dataran tinggi di Pangalengan.,Wisata Alam,Kabupaten Bandung
178,Gunung Nini,Gunung bukit wisata dengan panorama perkebunan teh dan spot menikmati sunrise di Pangalengan.,Wisata Alam,Kabupaten Bandung
179,Hutan Pinus Rahong,Hutan pinus dengan area camping dan aktivitas outdoor di kawasan Rahong.,Wisata Alam,Kabupaten Bandung
180,Padaawas Hills Pengalengan Bandung,Tempat wisata dengan area camping dan pemandangan perbukitan hijau di Pangalengan.,Wisata Alam,Kabupaten Bandung
181,Gravity Adventure,"Tempat wisata petualangan dengan aktivitas outdoor, paintball, dan permainan alam terbuka.",Wisata Olahraga,Kabupaten Bandung
182,Lembah Pineus Rahong,"Tempat wisata dengan area glamping, sungai jernih, dan hutan pinus di kawasan Rahong.",Wisata Alam,Kabupaten Bandung
183,Singkur Village,"Tempat wisata dengan konsep sungai, rafting, dan camping keluarga di Pangalengan.",Wisata Alam,Kabupaten Bandung
184,Green Corner Camping Pangalengan,Area camping dengan panorama perkebunan teh dan suasana pedesaan yang sejuk.,Wisata Alam,Kabupaten Bandung
185,Kiara Manuk,Tempat wisata dengan area camping dan panorama perbukitan di Bandung Selatan.,Wisata Alam,Kabupaten Bandung
186,Alam Singkur,"Tempat wisata di Pangalengan dengan rafting, camping, dan aktivitas outdoor keluarga.",Wisata Alam,Kabupaten Bandung
187,Pesona padaawas,Tempat wisata petualangan dengan panorama perbukitan dan area camping di Bandung Selatan.,Wisata Olahraga,Kabupaten Bandung
188,Taman hutan Pinus Wayang Windu,Taman hutan pinus wisata dengan suasana sejuk dan area rekreasi di kawasan Wayang Windu Pangalengan.,Wisata Alam,Kabupaten Bandung
189,Batu Pineus Riverside,Tempat wisata di tepi sungai dengan area glamping dan suasana hutan pinus.,Wisata Alam,Kabupaten Bandung
190,Kawah Wayang,"Kawah vulkanik di Pangalengan dengan kawah belerang aktif dan kawah kaldera, kawah panas bumi unik.",Wisata Alam,Kabupaten Bandung
191,Pemandian Air Panas Cibolang,Pemandian air panas alami di Pangalengan dengan kolam berair hangat dan suasana pedesaan.,Wisata Alam,Kabupaten Bandung
192,Teh Jangkung Malabar,Spot wisata perkebunan teh dengan pohon teh tertinggi dan panorama hijau khas Pangalengan.,Wisata Olahraga,Kabupaten Bandung
193,Cabinite Pangalengan,Tempat glamping modern dengan pemandangan perkebunan teh dan suasana alam pegunungan.,Wisata Alam,Kabupaten Bandung
194,Tea Plantation Observation Tower,Menara pandang di perkebunan teh untuk menikmati panorama hijau dari ketinggian.,Wisata Alam,Kabupaten Bandung
195,Kampung Adat Cikondang,Kampung adat Sunda yang mempertahankan tradisi budaya dan rumah adat panggung tradisional.,Wisata Budaya,Kabupaten Bandung
196,Makam Karomah Mahmud,Tempat ziarah religi dengan nilai sejarah dan budaya masyarakat setempat.,Wisata Religi,Kabupaten Bandung
197,Kampung Adat Cirendeu,Kampung adat yang mempertahankan budaya lokal dan tradisi pangan singkong khas masyarakat Sunda.,Wisata Budaya,Kabupaten Bandung
198,Desa Wisata Tarumajaya,Desa wisata dengan panorama pedesaan pegunungan dan aktivitas edukasi lingkungan di Bandung Selatan.,Desa Wisata,Kabupaten Bandung
199,Cicalengka Dreamland,"Taman hiburan keluarga dengan area rekreasi, kolam renang, dan spot foto.",Taman Hiburan,Kabupaten Bandung
200,Kawah Putih,"Kawah vulkanik dengan kawah belerang putih dan kawah kaldera ikonik, kawah aktif yang terkenal di Ciwidey.",Wisata Alam,Kabupaten Bandung
201,Penangkaran Rusa Ranca Upas,Area konservasi rusa di Ranca Upas yang menjadi wisata edukasi satwa untuk keluarga.,Wisata Edukasi,Kabupaten Bandung
202,Desa Wisata Alamendah,"Desa wisata dengan potensi alam, pertanian, dan edukasi budaya masyarakat lokal Sunda.",Desa Wisata,Kabupaten Bandung
203,Warnasari Campvan,Tempat camping unik dengan konsep campervan dan panorama perkebunan teh di Bandung Selatan.,Wisata Alam,Kabupaten Bandung
205,Curug Bentang Padjadjaran,Curug air terjun alami dengan panorama hutan dan suasana pegunungan yang sejuk.,Wisata Alam,Kabupaten Bandung
206,Waduk Cirata,"Waduk besar yang dimanfaatkan untuk wisata alam, perikanan keramba, dan aktivitas rekreasi air.",Wisata Alam,Bandung Barat
207,Bukit senyum,Bukit wisata dataran tinggi dengan panorama Waduk Saguling dan suasana alam terbuka.,Wisata Alam,Bandung Barat
208,Taman Kupu-Kupu Cihanjuang,Taman edukasi dengan koleksi kupu-kupu hidup dan area pembelajaran lingkungan untuk anak.,Wisata Edukasi,Bandung Barat
209,"Sapulidi Cafe, Resort & Gallery",Restoran kuliner Sunda bernuansa pedesaan dengan area danau dan saung tradisional.,Wisata Kuliner,Bandung Barat
210,Tafso Barn,Restoran kuliner modern bertema barn dengan panorama alam dan spot foto kekinian.,Wisata Kuliner,Bandung Barat
211,"Lereng Anteng, Dago Bakery",Tempat kuliner kafe dengan konsep outdoor serta pemandangan dataran tinggi Bandung.,Wisata Kuliner,Bandung Barat
212,The Great Asia Africa,Taman hiburan tematik dengan miniatur budaya dan bangunan khas negara Asia-Afrika serta spot foto.,Taman Hiburan,Bandung Barat
213,Bird Pavilion,Wisata edukasi dengan koleksi berbagai jenis burung dan area interaksi keluarga.,Wisata Edukasi,Bandung Barat
214,Ciwangun Indah Camp,"Kawasan wisata alam dengan fasilitas camping, outbound, dan aktivitas outdoor di Bandung Barat.",Wisata Alam,Bandung Barat
215,Lembah Bougenville Resort,"Resort wisata alam dengan taman bunga bougenville, penginapan, dan suasana pedesaan sejuk.",Wisata Alam,Bandung Barat
216,Warung Liwet Ibu Yayah,Restoran kuliner khas Sunda terkenal dengan menu nasi liwet dan suasana pedesaan.,Wisata Kuliner,Bandung Barat
217,Bosscha,Observatorium astronomi tertua di Indonesia untuk edukasi dan penelitian bintang serta benda langit.,Wisata Edukasi,Bandung Barat
218,Fairy Garden Edutainment Park by The Lodge,Taman hiburan keluarga bertema negeri dongeng dengan wahana edukasi anak dan spot foto.,Taman Hiburan,Bandung Barat
219,LEMBANG Wonderland,"Taman hiburan tematik dengan dekorasi unik, wahana keluarga, dan area foto interaktif.",Taman Hiburan,Bandung Barat
220,MiniMania Lembang,Wisata edukasi miniatur landmark dunia dengan spot foto keluarga di Lembang.,Wisata Edukasi,Bandung Barat
221,Trizara Resorts Glamping Lembang,Tempat glamping modern dengan tenda mewah dan panorama dataran tinggi Lembang.,Wisata Alam,Bandung Barat
222,Pine Forest Camp,Area camping dengan suasana hutan pinus rapat dan udara sejuk di kawasan Lembang.,Wisata Alam,Bandung Barat
223,Orchid Forest Cikole,"Hutan pinus dengan taman anggrek, jembatan gantung kayu, dan jalur wisata di Cikole.",Wisata Alam,Bandung Barat
224,Gunung Putri Lembang,Gunung dengan jalur pendakian ringan dan panorama sunrise di kawasan Lembang.,Wisata Alam,Bandung Barat
225,Wana Wisata Jayagiri,Kawasan wisata hutan pinus dan jalur trekking dengan area camping di Lembang.,Wisata Alam,Bandung Barat
226,Curug Layung & Camping Ground,Curug air terjun alami dengan area camping dan suasana hutan pinus di kawasan Cisarua.,Wisata Alam,Bandung Barat
227,Gunung Burangrang,"Gunung di Bandung Barat untuk pendakian, hiking, dan menikmati panorama puncak.",Wisata Alam,Bandung Barat
228,Gunung Hawu,Gunung batu kapur dengan panorama tebing dan lokasi populer untuk olahraga panjat tebing.,Wisata Alam,Bandung Barat
230,Curug Pelangi,Curug air terjun wisata dengan pencahayaan warna-warni pelangi pada malam hari di Lembang.,Wisata Alam,Bandung Barat
231,Guha Pawon,Goa prasejarah di Padalarang yang memiliki nilai arkeologi dan jejak manusia purba.,Wisata Sejarah,Bandung Barat
232,Lawangwangi Creative Space,Galeri seni dan kafe dengan panorama Kota Bandung dan area kreatif kontemporer.,Wisata Seni,Bandung Barat
233,Dago Bakery punclut,Restoran kuliner dengan desain kastel Eropa dan panorama perbukitan di kawasan Punclut.,Wisata Kuliner,Bandung Barat
234,Kawasan Punclut,Kawasan wisata dataran tinggi dengan kuliner dan panorama Kota Bandung dari atas.,Wisata Alam,Bandung Barat
235,Waduk Saguling,"Waduk besar di Bandung Barat untuk wisata alam, perikanan, dan aktivitas rekreasi air.",Wisata Alam,Bandung Barat
238,Curug Bugbrug,Curug air terjun alami dengan suasana hutan dan jalur trekking ringan di kawasan Cisarua.,Wisata Alam,Bandung Barat
239,Curug Sawer Cililin,Curug air terjun di Bandung Barat dengan panorama hutan dan suasana pedesaan yang sejuk.,Wisata Alam,Bandung Barat
240,Gn. Masigit,Gunung batu kapur di kawasan Citatah untuk pendakian dan olahraga panjat tebing.,Wisata Alam,Bandung Barat
241,Basecamp Burangrang Via Legok Haji,Basecamp pendakian menuju puncak Gunung Burangrang dengan fasilitas camping dan jalur hiking.,Wisata Alam,Bandung Barat
242,Curug Maribaya,Curug air terjun di Maribaya dengan udara sejuk dan panorama hutan tropis.,Wisata Alam,Bandung Barat
244,Kota Mini Lembang,Wisata edukasi anak dengan konsep miniatur kota dan aktivitas roleplay profesi interaktif.,Wisata Edukasi,Bandung Barat
246,Dusun Bambu Lembang,"Tempat wisata keluarga bernuansa alam dengan kuliner, penginapan, dan area rekreasi di hutan.",Wisata Alam,Bandung Barat
247,Green Grass Cikole,"Tempat wisata dengan area camping, glamping, dan suasana hutan pinus di Cikole.",Wisata Alam,Bandung Barat
248,Pine Valley Cikole,Kawasan wisata dengan panorama hutan pinus dan area camping keluarga di Cikole.,Wisata Alam,Bandung Barat
249,Team Merpati Gunung Putri,Area wisata dan camping di Gunung Putri dengan panorama alam Lembang.,Wisata Alam,Bandung Barat
250,Tugu Bukit Tunggul,Landmark di puncak Bukit Tunggul yang menjadi titik pendakian dan wisata alam.,Wisata Alam,Bandung Barat
251,Bumi Perkemahan Taman Bincarung Pasir Angling,Taman bumi perkemahan dengan suasana hutan pinus dan fasilitas kegiatan outdoor keluarga di Bincarung.,Wisata Alam,Bandung Barat
252,Rainbow Garden Lembang,Taman bunga warna-warni di Floating Market Lembang dengan berbagai spot foto menarik.,Wisata Alam,Bandung Barat
253,Kebun Begonia Lembang,Taman bunga dengan koleksi tanaman hias begonia dan suasana pedesaan pegunungan.,Wisata Alam,Bandung Barat
254,Kampung Daun Culture Gallery & Café,Restoran kuliner Sunda bernuansa pedesaan dengan saung tradisional di kawasan hutan.,Wisata Kuliner,Bandung Barat
255,Dago Dreampark,"Taman hiburan keluarga dengan wahana permainan, spot foto, dan aktivitas outdoor.",Taman Hiburan,Bandung Barat
257,Sanghyang Heuleut,Telaga alami di Rajamandala dengan air biru jernih dan formasi batuan purba.,Wisata Alam,Bandung Barat
258,Taman Lembah DEWATA,"Taman wisata lembah dengan area danau, aktivitas berkuda, dan area santai keluarga di Bandung Barat.",Wisata Alam,Bandung Barat
259,Jendela Alam,Wisata edukasi pertanian dan peternakan untuk anak-anak dan keluarga di Lembang.,Wisata Edukasi,Bandung Barat
260,Bukit Strawberry Berbunga,Bukit kebun stroberi wisata dengan area petik buah dan panorama dataran tinggi pegunungan.,Wisata Alam,Bandung Barat
261,La Fresa Farm (Wisata Petik Strawberry),Wisata edukasi petik stroberi dengan suasana kebun dan aktivitas pertanian untuk keluarga.,Wisata Edukasi,Bandung Barat
262,Cikole Jayagiri Resort,Resort dengan penginapan dan area outdoor di hutan pinus Cikole Lembang.,Wisata Alam,Bandung Barat
263,Tebing Citatah 125,Tebing batu kapur di Citatah untuk olahraga panjat tebing dan wisata alam.,Wisata Alam,Bandung Barat
264,Pemandian Air Panas Nagrak Tengah,Pemandian air panas alami dengan kolam berair hangat di kawasan pedesaan Bandung Barat.,Wisata Alam,Bandung Barat
265,Pemandian Air Panas Cipanas,Pemandian air panas dengan fasilitas rekreasi keluarga dan kolam berair hangat di Bandung Barat.,Wisata Alam,Bandung Barat
266,Sanghyang Kenit,Tempat wisata aliran sungai dan tebing batu di kawasan Rajamandala Bandung Barat.,Wisata Alam,Bandung Barat
267,Floating Market Lembang,Wisata kuliner dengan konsep pasar terapung di tepi danau Lembang dengan beragam jajanan lokal.,Wisata Kuliner,Bandung Barat
268,Curug Cipanas,Curug air terjun alami di kawasan sumber air panas dengan panorama pegunungan.,Wisata Alam,Bandung Barat
269,Curug Aseupan,Curug air terjun alami dengan suasana hutan dan jalur trekking di Bandung Barat.,Wisata Alam,Bandung Barat
270,Air Terjun Marbella,Air terjun alami dengan panorama hutan pegunungan yang asri.,Wisata Alam,Bandung Barat
271,Stone Garden Citatah,Kawasan batuan purba dengan formasi batu kapur unik dan spot foto di Citatah Bandung Barat.,Wisata Alam,Bandung Barat
273,Benteng Jayagiri,Situs sejarah peninggalan kolonial di kawasan Lembang dengan nilai arkeologi.,Wisata Sejarah,Bandung Barat
274,Lorong Lumut,Jalur wisata alam dengan tebing batu berlumut hijau yang unik di kawasan Bandung Barat.,Wisata Alam,Bandung Barat
275,Tangkal Pinus Jayagiri Lembang,Area wisata hutan pinus dengan fasilitas camping dan aktivitas outdoor keluarga.,Wisata Alam,Bandung Barat
277,Talaga Land,Tempat wisata dengan area danau dan fasilitas rekreasi keluarga di Bandung Barat.,Wisata Alam,Bandung Barat
278,Water Coaster - Dusun Bambu,Wahana permainan air dengan konsep roller coaster di kawasan Dusun Bambu Lembang.,Taman Hiburan,Bandung Barat
279,Kamanja Adventure Land,Taman wisata petualangan dengan wahana outdoor dan aktivitas rekreasi keluarga.,Wisata Olahraga,Bandung Barat
280,Noah's Park,Taman hiburan keluarga dengan wahana permainan dan spot foto modern.,Taman Hiburan,Bandung Barat
281,Kampung Gajah Park & Zoo,Taman wisata keluarga dengan wahana permainan dan area edukasi satwa.,Taman Hiburan,Bandung Barat
282,Vila Air Natural Resort,Resort dengan penginapan dan suasana pedesaan pegunungan yang sejuk.,Wisata Alam,Bandung Barat
283,Sendang Geulis Kahuripan,Pemandian mata air alami dengan air jernih dan suasana hutan di Bandung Barat.,Wisata Alam,Bandung Barat
284,Situ Ciburuy,Danau wisata di Padalarang dengan area rekreasi perahu dan panorama alam.,Wisata Alam,Bandung Barat
285,Sanghyang Tikoro,Wisata aliran sungai bawah tebing batu dengan nilai geologi unik di Bandung Barat.,Wisata Alam,Bandung Barat
287,Gunung Tangkuban Perahu,Gunung berapi aktif di Lembang dengan panorama puncak gunung dan jalur pendakian wisata.,Wisata Alam,Bandung Barat
289,Taman Maluku,Taman kota bersejarah dengan pohon rindang dan suasana tenang di kawasan elite Bandung.,Taman Kota,Kota Bandung
290,Taman Pramuka,Taman publik dengan area olahraga dan ruang terbuka hijau untuk warga Kota Bandung.,Taman Kota,Kota Bandung
291,Taman Cibeunying,Taman kota dengan kolam dan area bermain anak di kawasan Cibeunying Bandung.,Taman Kota,Kota Bandung
292,Taman Cilaki,Taman kecil di pinggir jalan dengan kursi taman dan suasana santai di Bandung.,Taman Kota,Kota Bandung
293,Taman Centrum,Taman ruang terbuka hijau dengan pohon besar dan area duduk publik di tengah Kota Bandung.,Taman Kota,Kota Bandung
294,Taman Dewi Sartika,Taman publik di area Balai Kota dengan patung Dewi Sartika dan area bermain anak.,Taman Kota,Kota Bandung
295,Museum Pendidikan Nasional,Museum edukasi yang menampilkan sejarah perkembangan pendidikan di Indonesia.,Museum,Kota Bandung
296,Museum Kota Bandung,Museum yang menyimpan koleksi sejarah perkembangan Kota Bandung dari masa ke masa.,Museum,Kota Bandung
297,Museum NuArt Sculpture Park,Museum galeri patung dan taman seni karya Nyoman Nuarta dengan koleksi seni kontemporer.,Wisata Seni,Kota Bandung
298,Selasar Sunaryo Art Space,Galeri seni kontemporer dengan ruang pameran arsitektur unik dan kafe seni di Bandung.,Wisata Seni,Kota Bandung
299,Museum Asia Afrika,Museum sejarah Konferensi Asia Afrika dengan koleksi dokumentasi diplomasi internasional.,Museum,Kota Bandung
300,Vihara Dharma Ramsi,Vihara bersejarah dengan arsitektur khas Tionghoa dan area ibadah umat Buddha.,Wisata Religi,Kota Bandung
301,Gereja Katedral Bandung,Gereja Katolik bersejarah dengan arsitektur neo-gotik di pusat Kota Bandung.,Wisata Religi,Kota Bandung
302,Pasar Cikapundung,Pasar tradisional pusat penjualan elektronik dan barang antik di Kota Bandung.,Pusat Perbelanjaan,Kota Bandung
303,Pasar Gedebage,Pasar grosir pusat perbelanjaan tekstil dan pakaian terbesar di Bandung dengan harga terjangkau.,Pusat Perbelanjaan,Kota Bandung
304,Trans Studio Mall Bandung,Pusat perbelanjaan terintegrasi dengan taman hiburan Trans Studio dan beragam tenant.,Pusat Perbelanjaan,Kota Bandung
305,Miko Mall,"Mall pusat perbelanjaan keluarga dengan fasilitas belanja, kuliner, dan bioskop di Bandung selatan.",Pusat Perbelanjaan,Kota Bandung
306,Bandung Electronic Center,Pusat perbelanjaan elektronik dan gadget terlengkap di Kota Bandung.,Pusat Perbelanjaan,Kota Bandung
307,Istana Plaza,"Mall pusat perbelanjaan keluarga dengan beragam tenant fashion, kuliner, dan hiburan di kawasan Pasteur.",Pusat Perbelanjaan,Kota Bandung
308,Metro Indah Mall,Pusat perbelanjaan modern dengan area kuliner dan hiburan keluarga di Bandung.,Pusat Perbelanjaan,Kota Bandung
310,Caringin Tilu,Bukit dengan pemandangan Kota Bandung dari ketinggian dan area camping populer.,Wisata Alam,Kota Bandung
311,Dago Tea House,Restoran kuliner dengan pemandangan Kota Bandung di kawasan Dago atas.,Wisata Kuliner,Kota Bandung
313,Rumah Mode Factory Outlet,Factory outlet pusat perbelanjaan legendaris dengan beragam pakaian merek lokal dan internasional di Bandung.,Pusat Perbelanjaan,Kota Bandung
314,Heritage Factory Outlet,Factory outlet pusat perbelanjaan dengan koleksi pakaian dan aksesoris berkualitas di kawasan Riau Bandung.,Pusat Perbelanjaan,Kota Bandung
315,Stamp Festival Bandung,Acara wisata budaya tahunan dengan pameran perangko dan hiburan keluarga.,Wisata Budaya,Kota Bandung
316,Cibaduyut,Sentra industri sepatu kulit terbesar di Bandung dengan beragam toko dan workshop pengrajin.,Pusat Perbelanjaan,Kota Bandung
317,Sentra Rajut Binong Jati,Pusat industri rajutan Bandung dengan beragam toko sweater dan pakaian rajut.,Pusat Perbelanjaan,Kota Bandung
318,Sentra Boneka Sukamulya,Kampung pengrajin boneka dengan beragam toko mainan dan boneka khas Bandung.,Pusat Perbelanjaan,Kota Bandung
320,Kebun Strawberry Ciwidey,Kebun stroberi wisata dengan area petik buah langsung dari pohon dan suasana pegunungan.,Wisata Alam,Kabupaten Bandung
322,Pemandian Air Panas Walini,Pemandian air panas alami dengan kolam pemandian di tengah perkebunan teh Walini.,Wisata Alam,Kabupaten Bandung
323,Kawah Cibuni,"Kawah vulkanik belerang dengan kawah aktif dan kawah kaldera di Ciwidey, kawah pemandian air panas.",Wisata Alam,Kabupaten Bandung
324,Makam Bosscha Pangalengan,Makam bersejarah pemilik perkebunan teh Malabar di tengah kebun teh Pangalengan.,Wisata Sejarah,Kabupaten Bandung
325,Curug Sindulang,Curug air terjun tinggi dengan kolam alami di kawasan Cicalengka Kabupaten Bandung.,Wisata Alam,Kabupaten Bandung
326,Curug Citambur,Curug air terjun tinggi spektakuler dengan tiga tingkatan di kawasan Cianjur Bandung.,Wisata Alam,Kabupaten Bandung
327,Gunung Patuha,Gunung tidak aktif dengan jalur pendakian dan hutan tropis di kawasan Ciwidey.,Wisata Alam,Kabupaten Bandung
328,Bukit Jamur Rancaupas,Bukit dengan formasi batuan unik berbentuk jamur dan area camping di Ciwidey.,Wisata Alam,Kabupaten Bandung
329,Pinus Rahong Cikondang,Hutan pinus dengan area camping dan jalur trekking di Pangalengan Bandung.,Wisata Alam,Kabupaten Bandung
330,Glamping Legok Kondang,Penginapan glamping dengan pemandangan hutan pinus dan suasana alam Ciwidey.,Wisata Alam,Kabupaten Bandung
331,Kampung Mahmud,Perkampungan religi bersejarah dengan tradisi Islam khas di Kabupaten Bandung.,Desa Wisata,Kabupaten Bandung
332,Masjid Atta'awun Puncak,Masjid dengan arsitektur unik dan pemandangan pegunungan di kawasan Puncak Bandung.,Wisata Religi,Kabupaten Bandung
333,Wisata Religi Cibiru,Kawasan wisata religi dengan masjid bersejarah dan area ziarah di Cibiru Bandung.,Wisata Religi,Kabupaten Bandung
334,Wisata Sungai Cikapundung Maribaya,Wisata sungai dengan jalur trekking dan curug kecil di kawasan Maribaya.,Wisata Alam,Kabupaten Bandung
335,Outbound Cikole,Area outbound petualangan dengan beragam wahana di hutan pinus Cikole Lembang.,Wisata Olahraga,Kabupaten Bandung
336,Paintball Lembang,Arena paintball outdoor dengan berbagai medan permainan di kawasan Lembang.,Wisata Olahraga,Kabupaten Bandung
337,Trizara Resorts,Penginapan glamping mewah dengan pemandangan pegunungan di kawasan Lembang.,Wisata Alam,Kabupaten Bandung
338,Dusun Bambu Family Leisure Park,"Taman hiburan keluarga dengan tema bambu, danau, dan beragam wahana di Lembang.",Taman Hiburan,Kabupaten Bandung
341,Sari Ater Hot Spring,Pemandian air panas alami dengan beragam kolam hangat dan fasilitas resort di kawasan Subang Lembang.,Wisata Alam,Bandung Barat
345,Gunung Batu Lembang,Gunung batu Lembang dengan jalur pendakian singkat dan pemandangan dari ketinggian.,Wisata Alam,Bandung Barat
347,Bandung Treetop Adventure Park,Taman petualangan di atas pohon dengan flying fox dan jembatan tali di Cikole.,Wisata Olahraga,Bandung Barat
349,Lereng Anteng,Restoran kuliner dengan pemandangan pegunungan dan suasana alam Lembang Bandung Barat.,Wisata Kuliner,Bandung Barat
351,Imah Seniman,Resor budaya dengan tema seni dan budaya Sunda di kawasan Lembang Bandung Barat.,Wisata Budaya,Bandung Barat
352,Bumi Sangkuriang,Taman hiburan wisata dengan kolam renang dan area rekreasi keluarga di Bandung Barat.,Taman Hiburan,Bandung Barat
353,Sindang Reret Cikole,Resor dan restoran kuliner khas Sunda dengan kolam ikan di kawasan Cikole Lembang.,Wisata Kuliner,Bandung Barat
354,D'Dieuland Bandung,Taman hiburan wisata dengan beragam wahana dan tema fantasi di Dago Pakar Bandung Barat.,Taman Hiburan,Bandung Barat
355,Wot Batu,Galeri seni batu karya Sunaryo dengan filosofi alam di kawasan Dago Bandung Barat.,Wisata Seni,Bandung Barat
356,Boscha Junior Hill Park,Taman wisata bertema astronomi dengan wahana edukasi anak di kawasan Lembang Bandung Barat.,Wisata Edukasi,Bandung Barat
357,Pulosari Adventure,"Wisata petualangan dengan paintball, ATV, dan outbound di kawasan Bandung Barat.",Wisata Olahraga,Bandung Barat
358,Saung Daweung Resort,Resor dengan saung tradisional dan pemandangan pegunungan di Bandung Barat.,Wisata Alam,Bandung Barat
359,Sanghyang Poek,Goa dan jeram sungai dengan jalur trekking eksotik di kawasan Saguling Bandung Barat.,Wisata Alam,Bandung Barat
360,Bumi Perkemahan Cikole,Area camping luas dengan fasilitas lengkap di tengah hutan pinus Lembang.,Wisata Alam,Bandung Barat
